the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,1,NA,19138,2400,11009,2021-08-09 15:00:02,32273,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,2,NA,19125,2289,12897,2021-08-09 15:00:02,22958,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,3,NA,19144,3487,15728,2021-08-09 15:00:02,43329,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,4,NA,19152,3555,16002,2021-08-09 15:00:02,33293,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,5,NA,19153,931,4593,2021-08-09 15:00:02,12259,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,6,NA,19133,2338,8747,2021-08-09 15:00:02,26063,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,7,NA,19126,1291,6066,2021-08-09 15:00:02,15758,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,8,NA,19119,2366,12709,2021-08-09 15:00:02,27035,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,9,NA,19120,6104,24251,2021-08-09 15:00:02,68104,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,10,NA,19128,2981,15677,2021-08-09 15:00:02,35239,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,11,NA,19104,4475,24313,2021-08-09 15:00:02,51808,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,12,NA,19127,439,2693,2021-08-09 15:00:02,5913,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,13,NA,19149,7182,23786,2021-08-09 15:00:02,55006,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,14,NA,19143,4585,24613,2021-08-09 15:00:02,64849,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,15,NA,19146,3284,22151,2021-08-09 15:00:02,35113,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,16,NA,19135,2640,11794,2021-08-09 15:00:02,33091,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,17,NA,19151,2050,9843,2021-08-09 15:00:02,29883,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,18,NA,19154,2315,13512,2021-08-09 15:00:02,34196,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,19,NA,19132,2612,11131,2021-08-09 15:00:02,36268,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,20,NA,19111,5725,26468,2021-08-09 15:00:02,63090,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,21,NA,19114,2309,13529,2021-08-09 15:00:02,30907,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,22,NA,19147,3825,22641,2021-08-09 15:00:02,36228,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,23,NA,19139,3038,14626,2021-08-09 15:00:02,41271,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,24,NA,19124,5525,23579,2021-08-09 15:00:02,66691,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,25,NA,19142,2318,9168,2021-08-09 15:00:02,29595,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,26,NA,19118,727,4491,2021-08-09 15:00:02,9808,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,27,NA,19122,1871,9171,2021-08-09 15:00:02,21653,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,28,NA,19123,2227,9032,2021-08-09 15:00:02,13416,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,29,NA,19130,2886,14988,2021-08-09 15:00:02,24870,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,30,NA,19116,2215,12477,2021-08-09 15:00:02,33112,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,31,NA,19129,1175,5065,2021-08-09 15:00:02,10975,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,32,NA,19140,4463,18354,2021-08-09 15:00:02,54133,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,33,NA,19134,4646,20472,2021-08-09 15:00:02,60675,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,34,NA,19145,4391,22721,2021-08-09 15:00:02,47261,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,35,NA,19121,2794,13148,2021-08-09 15:00:02,36572,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,36,NA,19107,1905,9508,2021-08-09 15:00:02,14875,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,37,NA,19150,1797,9597,2021-08-09 15:00:02,23378,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,38,NA,19131,2883,14515,2021-08-09 15:00:02,43172,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,39,NA,19102,733,3490,2021-08-09 15:00:02,4705,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,40,NA,19148,5735,27046,2021-08-09 15:00:02,49732,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,41,NA,19115,2673,15497,2021-08-09 15:00:02,33207,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,42,NA,19136,2987,14002,2021-08-09 15:00:02,40647,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,43,NA,19103,2561,15247,2021-08-09 15:00:02,21908,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,44,NA,19106,1584,7008,2021-08-09 15:00:02,11740,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,45,NA,19141,2265,9963,2021-08-09 15:00:02,31376,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
NA,46,NA,19137,754,3033,2021-08-09 15:00:02,8638,Philadelphia County,PA,2021-08-09,2021,32,2,2021 - 32
